프로그램명,신청대상,프로그램 목표,프로그램 주요내용,프로그램 분류,학부,학적,학년,창의·혁신역량,자기주도적 학습역량,지식·정보·기술 활용역량,의사소통 역량,대인관계역량,세계시민역량,프로그램 목표_키워드,프로그램 주요내용_키워드
519 현직자 동문과 함께하는 TikTok 채용설명회,학부KFL학부,취업역량 강화 및 실질적인 취업 준비과정 지원,"  틱톡 Brand 홍보 영상 혹시 아직 틱톡이 뭔지 잘 모르는 분들을 위해
httpswwwyoutubecomwatchv8Y7gIjsrJzs
    ",-,전체,전체,전체,0,75,25,0,0,0,"준비과정, 실질적인, 강화, 지원, 취업역량, 취업","틱톡이, 틱톡, 혹시, 아직, 영상, 홍보, 뭔지, brand, 모르는, 분들을"
온라인 11 집중 면접 컨설팅,-,개인별 집중 면접 컨설팅을 통해 면접 노하우를 익힐 수 있습니다.," 면접 닥쳐서 준비하면 늦습니다 지금 준비하세요 
  11 집중 면접 컨설팅으로 자신의 면접을 점검 받으세요
 면접의 노하우를 익힐 수 있고 면접에 있어서 자신감을 얻을 수 있습니다 
     ",-,단과대학 ,전체,전체,0,25,25,50,0,0,"컨설팅을, 면접, 개인별, 집중, 통해, 익힐, 노하우를, 있습니다","면접의, 면접을, 면접, 면접에, 컨설팅으로, 자신의, 준비하면, 집중, 닥쳐서, 준비하세요"
국내 대표 자동차부품 전문기업 회사 및 직무소개 영상,학부KFL학부,글로벌기업으로 성장하고 있는 자동차 전문 부품기업 소개 및 직무소개를 통해 향후 자동차 산업 분야로의 커리어 설정과 관련 직무 준비에 도움을 준다.,"한국을 대표하는 자동차 부품 전문 개발업체들의
 회사 소개  직무 및 채용 설명회를 통해
 자동차 산업에 대한 이해를 돕고 직무채용 정보도 얻어가세요
 대한솔루션은 2022 531일까지 대규모 신입 채용 진행중입니다
     설명회 영상
  1 만도 자동제어시스템  첨단모빌리티  매출규모 6조 httpsyoutube9d1pTYv_Fe8
  2 경신 커넥티드  자율주행부품 매출규모 2조 httpsyoutubeyVCCxF1P2j0
  3 대한 솔루션 차량노이즈방지최적화 신소재개발 531까지 신입 채용중httpsyoutubeDKRAoIohnJg
  4 인팩 미래모빌리티 친환경소재 매출규모 8천억 httpsyoutubexvt1GjrG314",진로취업프로그램강의형,전체,전체,전체,0,50,50,0,0,0,"자동차, 성장하고, 글로벌기업으로, 직무소개를, 설정과, 부품기업, 산업, 전문, 준다, 통해","친환경소재, 개발업체들의, 자동차, 대한솔루션은, 자율주행부품, 8천억, 신소재개발, 자동제어시스템, 진행중입니다, 인팩"
20221학기 외국인 유학생 취업역량강화프로그램,-,유학생 취업률 제고 및 특화프로그램 제공,"페이지 원본 2204대산기업외국인한국외대2022_유학생_취업진로주간_제안서pdf
 ",-,전체,전체,전체,0,25,25,50,0,0,"유학생, 특화프로그램, 제공, 제고, 취업률","2022_유학생_취업진로주간_제안서, 22, 대산기업, 페이지, 원본, 04, 외국인, 한국외대, pdf"
버크만진단 11 진로상담,학부KFL학부,"버크만진단을 통해 나의 관심분야, 의사소통패턴, 직무방향, 문제해결방식을 이해하고 자기이해를 기반으로 한 진로설계를 함께 해봅니다."," 안녕하세요 
한국외대 재학생 또는 졸업생 15명을 대상으로 버크만진단 11 진로상담을 실시합니다 
버크만진단은 네 가지 기호와 네 가지 색깔을 통해
1 나의 관심분야 2 사람들과 소통할 때 어떤 모습을 보이는지 3 나에게 잘 맞는 직무 예상 4 선호하는 문제해결방식을 이해할 수 있는 검사입니다 
버크만진단 해석과 함께 11 진로상담을 통해 나를 이해하고 진로를 이해하는 시간을 가져봅시다 
  일정  20220516월  20220520금 
 대상  한국외대 재학생 또는 졸업생 15명 선착순 진단 특성 상 3 4학년 이상 학생들의 신청을 추천합니다
 절차  0511수 1300까지 상담 가능한 일정 중 HUFSAbility 비교과프로그램 신청
 이메일로 버크만진단 전송받은 후 완료 제출 
 신청일시에 11 검사해석 및 진로상담 참여 
 문의  글로벌캠퍼스 진로취업지원센터 0313304958
  ",진로취업프로그램진단형,단과대학 ,전체,전체,50,0,0,0,50,0,"버크만진단을, 해봅니다, 문제해결방식을, 의사소통패턴, 이해하고, 자기이해를, 기반으로, 통해, 나의, 함께","학생들의, 안녕하세요, 버크만진단은, 문제해결방식을, 실시합니다, 버크만진단, 해석과, 신청, 이해하고, 추천합니다"
실전 모의면접,학부KFL학부,면접역량 향상, ,진로취업프로그램상담컨설팅형,단과대학 ,전체,3학년 4학년 5학년 6학년 ,0,25,0,50,25,0,"향상, 면접역량",
인턴 지원을 위한 자기소개서 작성법,학부KFL학부,인턴 지원을 위한 자기소개서 작성 기초의 이해, ,진로취업프로그램강의형,단과대학 ,전체,전체,0,50,25,25,0,0,"자기소개서, 기초의, 인턴, 작성, 지원을, 이해, 위한",
20221 현직선배와 함께하는 JOB 콘서트513 신선상품 MD대상주식회사,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  신선상품 MD 직무 특강대상주식회사에 대한 사전 신청 입니다
약력
 前 CJ푸드빌 구매
 회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 16회차까지 506금 15시 기한 신청받고 711회차까지는 59월513금 15시 기한 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 ",-,단과대학 ,전체,전체,0,25,25,25,25,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","참석신청이, 상기일정은, 참여신청을, 학생들에게는, 학생들만, 학생들에게, 신청, 학생들이, 학생들은, 문자와"
20221 현직선배와 함께하는 JOB 콘서트512 데이터분석하이브,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  데이터분석 직무 특강하이브에 대한 사전 신청 입니다
약력
 前 국민은행기업금융  롯데홈쇼핑TV 및 온라인 MD 각 3년 경력
 직장생활을 하면서 동시에 독학으로 데이터 분석을 공부하여 이직
  해당 동문의 이직과정에 대하여 궁금하신 분은 519목에 진행되는 미니 컨퍼런스에 참여 바랍니다
 회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 16회차까지 506금 15시 기한 신청받고 711회차까지는 59월513금 15시 기한 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 ",-,단과대학 ,전체,전체,0,25,25,25,25,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","직장생활을, 국민은행, 이직과정에, 참석신청이, 상기일정은, 동문의, 신청하지, 학생들에게는, 문자와, 학생들에게"
20221 현직선배와 함께하는 JOB 콘서트511 항공마케팅한국공항공사,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  공공기관 항공마케팅 직무 특강한국공항공사에 대한 사전 신청 입니다
약력
 前 미래창조과학부 산하 웰니스IT협회 
 중국 거주 6년 한국공항공사 외국어 전형 입사 
회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 16회차까지 506금 15시 기한 신청받고 711회차까지는 59월513금 15시 기한 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,25,25,25,25,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","한국공항공사, 미래창조과학부, 공공기관, 참석신청이, 상기일정은, 학생들에게는, 신청하시기, 신청하지, 진행하시거나, 문자와"
20221 현직선배와 함께하는 JOB 콘서트510 해외영업LG화학,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  해외영업 직무 특강LG화학에 대한 사전 신청 입니다
특히 해당 동문은 전 포스코 인터내셔널에서 해외영업을 경험 후 경력직으로 이직한 케이스입니다
 회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 16회차까지 506금 15시 기한 신청받고 711회차까지는 59월513금 15시 기한 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,25,25,25,25,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","진행하시거나, 학생들에게는, 참석신청이, 학생들이, 신청하시기, 말아주시고, 학생들만, 신청하지, 상기일정은, 참여신청을"
20221 현직선배와 함께하는 JOB 콘서트59 IB부문KB증권,학부KFL학부,현직 동문선배의 생생한 직무 소개를 통해 올바른 직무 이해 및 필요역량을 파악한다,"  금융 IB부분 직무 특강KB증권에 대한 사전 신청 입니다
  약력
  KB증권 IB부문 ECM본부1812현재
  SK DD ECO Grin 담당ESS 태양광 사업부 신사업개발 Part 인턴18071809
 회차별 최대 100명까지 선착순 마감이므로 해당 특강 일자 및 일시에 참여가 어려운 학생들은 가급적 신청하지 말아주시고 꼭 참석이 가능한 학생들만 참여 신청 바랍니다
또한 참여신청을 한 학생께서는 꼭 본 특강에 참석 부탁드립니다
 참석이 어려운 경우  다른 학생들에게 피해가 가지 않도록 신청자에게 진행업체인 잇다Itdaa에서 전달하는 카카오톡을 통해 수강취소를 진행하시거나
진로취업지원센터0221732144로 연락하여 취소하시기 바랍니다
참석신청이 확정된 학생들에게는 사전 안내 문자와 사전 질문을 남길 수 있는 방법을 문자 안내할 예정입니다 많은 질의 바랍니다
감사합니다
 16회차까지 506금 15시 기한 신청받고 711회차까지는 59월513금 15시 기한 신청 받습니다 정말 해당 차수 특강을 꼭 참여할 학생들이 신청하시기 바랍니다
 상기일정은 상황에 따라 변경 혹은 취소될 수 있습니다
 ",진로취업프로그램강의형,단과대학 ,전체,전체,0,25,25,25,25,0,"동문선배의, 생생한, 통해, 현직, 이해, 파악한다, 올바른, 소개를, 직무, 필요역량을","참석신청이, 신청하시기, 진행업체인, 신청자에게, 상기일정은, 신청하지, 신사업개발, 참여신청을, 상황에, 신청"
