프로그램명,프로그램 분류,신청대상,프로그램 목표,프로그램 주요내용,학부,학적,학년,지식·정보·기술 활용역량,자기주도적 학습역량,창의·혁신역량,의사소통 역량,대인관계역량,세계시민역량,프로그램 목표_키워드,프로그램 주요내용_키워드
2022 HUFS특강HUFS Career Design 교과목 연계전인건 간송미술관장,교육특강,학부,"단기 집중 특강을 시리즈로 운영하여 재학생의 도전정신(Challenge)과 글로벌 리더십, 인문학적 소양을 함양","1 강연명 2022 HUFS 특강
2 강연 일정
일시
20221114월
13001430
20221115화
14001530
20221121월
13001430
특강 강사
전인건
간송미술관장
최석호
레저경영전문대학원 원장
엄홍길
재단법인 상임이사
주제
간송미술관의 미래 KMM
1 시대의 변화에 발맞춘 간송미술관의 변화
2 훈민정음 해례본 NFT
3 KMM의 시작 혜원전신첩 NFT 프로젝트
4 KMM in The SandBox 우리 문화를 위한 Creators Ecosystem
언택트 레저  새롭게 열리는 여가의 세계
불굴의 도전 정신  실패하더라도 좌절하지 않고 역경을 이겨내는 도전정신
장소
도서관 5층 휠라아쿠쉬네트홀
 3 장소 도서관 5층 휠라아쿠쉬네트홀
4 강연 시간 90분 60분 강연 30분 현장 질의응답 후 기념 촬영
5 강연 대상 HUFS Career Design 교과목 수강생을 포함한 서울 및 글로벌캠퍼스 재학생
6 강연 내용 강연자의 삶의 경험을 바탕으로 2022년의 대학생에게 해주고싶은 말
7 기타
  교과목 수강생 특강 참여시 해당 주차 출석 인정
 참여자에 한하여 행사 당일 안내 문자 발송
 문의 진로취업지원센터 0221732235
   ",전체,전체,전체,50,50,0,0,0,0,"challenge, 도전정신, 인문학적, 운영하여, 재학생의, 글로벌, 시리즈로, 특강을, 집중, 리더십","간송미술관의, 간송미술관장, 레저경영전문대학원, 강연명, 강연자의, 역경을, 수강생을, kmm의, 대학생에게, 도전정신"
2022 HUFS특강HUFS Career Design 교과목 연계최석호 레저경영전문대학원 원장,-,학부,"단기 집중 특강을 시리즈로 운영하여 재학생의 도전정신(Challenge)과 글로벌 리더십, 인문학적 소양을 함양","1 강연명 2022 HUFS 특강
2 강연 일정
일시
20221114월
13001430
20221115화
14001530
20221121월
13001430
특강 강사
전인건
간송미술관장
최석호
레저경영전문대학원 원장
엄홍길
재단법인 상임이사
장소
도서관 5층 휠라아쿠쉬네트홀
 3 장소 도서관 5층 휠라아쿠쉬네트홀
4 강연 시간 90분 60분 강연 30분 현장 질의응답 후 기념 촬영
5 강연 대상 HUFS Career Design 교과목 수강생을 포함한 서울 및 글로벌캠퍼스 재학생
6 강연 내용 강연자의 삶의 경험을 바탕으로 2022년의 대학생에게 해주고싶은 말
7 기타
  교과목 수강생 특강 참여시 해당 주차 출석 인정
 참여자에 한하여 행사 당일 안내 문자 발송
 문의 진로취업지원센터 0221732235
   ",전체,전체,전체,50,50,0,0,0,0,"challenge, 도전정신, 인문학적, 운영하여, 재학생의, 글로벌, 시리즈로, 특강을, 집중, 리더십","간송미술관장, 레저경영전문대학원, 강연명, 강연자의, 5층, 수강생을, 대학생에게, 현장, 수강생, 인정"
2022 HUFS특강HUFS Career Design 교과목 연계엄홍길 대장,-,학부,"단기 집중 특강을 시리즈로 운영하여 재학생의 도전정신(Challenge)과 글로벌 리더십, 인문학적 소양을 함양","1 강연명 2022 HUFS 특강
2 강연 일정
일시
20221114월
13001430
20221115화
14001530
20221121월
13001430
특강 강사
전인건
간송미술관장
최석호
레저경영전문대학원 원장
엄홍길
재단법인 상임이사
주제
간송미술관의 미래 KMM
1 시대의 변화에 발맞춘 간송미술관의 변화
2 훈민정음 해례본 NFT
3 KMM의 시작 혜원전신첩 NFT 프로젝트
4 KMM in The SandBox 우리 문화를 위한 Creators Ecosystem
  언택트 레저  새롭게 열리는 여가의 세계
불굴의 도전 정신  실패하더라도 좌절하지 않고 역경을 이겨내는 도전정신
장소
도서관 5층 휠라아쿠쉬네트홀
 3 장소 도서관 5층 휠라아쿠쉬네트홀
4 강연 시간 90분 60분 강연 30분 현장 질의응답 후 기념 촬영
5 강연 대상 HUFS Career Design 교과목 수강생을 포함한 서울 및 글로벌캠퍼스 재학생
6 강연 내용 강연자의 삶의 경험을 바탕으로 2022년의 대학생에게 해주고싶은 말
7 기타
  교과목 수강생 특강 참여시 해당 주차 출석 인정
 참여자에 한하여 행사 당일 안내 문자 발송
 문의 진로취업지원센터 0221732235
   ",전체,전체,전체,50,50,0,0,0,0,"challenge, 도전정신, 인문학적, 운영하여, 재학생의, 글로벌, 시리즈로, 특강을, 집중, 리더십","간송미술관의, 간송미술관장, 레저경영전문대학원, 강연명, 강연자의, 역경을, 수강생을, kmm의, 대학생에게, 도전정신"
한국 전쟁 그리고 인도의 역할 주한인도 무관 특강,교육특강,학부KFL학부,한국 전쟁 그리고 인도의 역할을 통해 한국과 인도의 인도주의적 관계를 돌아본다.,주한인도대사관 무관인 Ravikesh Mishra 대령을 통해 듣는 한국 전쟁과 인도의 역할에 대해 그간 일반인에게 잘 공개되지 않았던 사진 30여점과 함께 그 실상 및 인도주의적 역할에 대해 살펴본다 ,단과대학 ,전체,전체,0,0,0,50,25,25,"인도주의적, 인도의, 역할을, 한국과, 전쟁, 돌아본다, 한국, 통해, 그리고, 관계를","인도주의적, 주한인도대사관, 30여점과, ravikesh, 무관인, 전쟁과, mishra, 실상, 인도의, 통해"
대면수요일3회 면접불안 대처 프로그램,워크숍,학부KFL학부,"면접 불안을 이해하고, 실전 적용 노하우에 대해 알 수 있습니다.","안녕하세요 
컨설턴트와 상담심리사가 함께 하는 면접불안 대처 A to Z 프로그램 입니다 
동일한 3회차 프로그램을 각각 1 대면백년관과 2 비대면줌으로 진행합니다 
 본 페이지는 대면 신청이니 참고 부탁드립니다 
 각종 면접 상황에서 마음 속 지진을 경험해본 외대인을 위해 준비했습니다
식은 땀 손발 떨림과 같은 신체증상 무슨 말을 해야 할지 머리가 새하얘지거나 아무말 대잔치 말이 제어가 안 되는 증상 등등등
 아래 포스터에서 일정 확인하신 후 3회차 모두 참여 가능한 외대인들의 신청 부탁드립니다 
기타 프로그램 관련 문의사항은 글로벌캠퍼스 진로취업지원센터로 연락 바랍니다 
0313304958  0313304989 
  ",단과대학 ,전체,전체,50,50,0,0,0,0,"면접, 이해하고, 실전, 적용, 노하우에, 대해, 불안을, 있습니다","백년관, 문의사항은, 비대면, 확인하신, 진행합니다, 신청이니, 안녕하세요, 대잔치, 상황에서, 부탁드립니다"
비대면화요일3회 면접불안 대처 프로그램,-,학부KFL학부,"면접 불안을 이해하고, 실전 적용 노하우에 대해 알 수 있습니다.","안녕하세요 
컨설턴트와 상담심리사가 함께 하는 면접불안 대처 A to Z 프로그램 입니다 
동일한 3회차 프로그램을 각각 1 대면백년관과 2 비대면줌으로 진행합니다 
 본 페이지는 비대면 신청이니 참고 부탁드립니다 
 각종 면접 상황에서 마음 속 지진을 경험해본 외대인을 위해 준비했습니다
식은 땀 손발 떨림과 같은 신체증상 무슨 말을 해야 할지 머리가 새하얘지거나 아무말 대잔치 말이 제어가 안 되는 증상 등등등
 아래 포스터에서 일정 확인하신 후 3회차 모두 참여 가능한 외대인들의 신청 부탁드립니다 
기타 프로그램 관련 문의사항은 글로벌캠퍼스 진로취업지원센터로 연락 바랍니다 
0313304958  0313304989 
   ",단과대학 ,전체,전체,50,50,0,0,0,0,"면접, 이해하고, 실전, 적용, 노하우에, 대해, 불안을, 있습니다","백년관, 문의사항은, 비대면, 진행합니다, 확인하신, 신청이니, 대잔치, 안녕하세요, 상황에서, 신청"
도서관 이용자교육_레포트 작성법 11월,교육특강,학부,과제수행시 계획수립에서 마무리까지의 과정에서 고려해야 할 내용을 살펴보고 A+레포트작성에 기여하고자 함.,"도서관 홈페이지를 통해 별도 신청하지 않아도 신청가능하며
교육당일 오전에 이메일과 문자로 Webex 참여URL을 발송해 드립니다
많은 신청 바랍니다
 ",단과대학 ,재학 휴학 수료 ,1학년 2학년 3학년 4학년 ,50,25,0,25,0,0,"레포트작성에, 과제수행시, 과정에서, 기여하고자, 살펴보고, 내용을, 마무리까지의, 고려해야, 계획수립에서","webex, 신청가능하며, 바랍니다, 드립니다, 이메일과, 신청하지, 교육당일, 발송해, 오전에, 참여url을"
HUFS English Writing Tutoring 11월 2주차 1171111,교육특강,학부KFL학부대학원경영대학원통번역대학원교육대학원경영대학원정치행정언론대학원국제지역대학원경영대학원(주간)경영대학원(야간)법학전문대학원TESOL대학원KFL대학원,글로벌 사회와의 효과적인 소통을 위해 학습자들의 외국어 글쓰기 능력 향상,"   20222학기 HUFS ENGLISH Writing Tutoring
 튜터링 분야 
 수강과목과 연계된 영어 글쓰기 보고서 발표문 등
 학술적 글쓰기 학술지 논문 초록 등
 그 외 영문 자기소개서 이력서 일기 등 주제 및 형식 무관
 초급자 환영
  진행 방법  50분간 실시간 온라인 11 튜터링
  신청 방법  HUFSAbility 로그인  HUFS Writing Tutoring
 실시간 튜터링 분반정보 확인  주차별 가능한 스케줄 신청
 글쓰기 공유 신청내역과제란에 글쓰기 파일 업로드 필수
  추천인 이벤트
기존 튜터링 참여학생이 친구에게 소개하여 참여한 경우 스타벅스 커피 기프티콘을 드립니다
참여방법 신규 학생 HUFSAbility 로그인  HUFS Writing Tutoring 신청완료  추천인 이름 및 학번 기재
신규학생도 기존 추천 학생도 커피 기프티콘
  유의사항 신청 전 꼭 읽어주세요
  당일 신청은 불가합니다 신청은 튜터링 진행일 최소 이틀 전까지는 완료해주시기 바랍니다
  첨삭을 원하는 파일은 튜터링 진행 시간 48시간 전 제출을 권장합니다 
미제출 또는 튜터링 시간에 임박하여 제출 시 불합격 상태로 전환되어 튜터링 진행이 어려우니
신청내역 페이지를 확인하여 주시기 바랍니다 HUFSAbility 비교과프로그램 신청내역  과제제출란에 업로드
  신청시 입력사항 프로그램 참여시 중점적으로 튜터링을 받고 싶은 점 eg 문법적인 부분 내용적인 첨삭 등에 대해 사전에 작성해주시기 바랍니다
  신청 후 담당 튜터 선생님 확인 후 합격 상태가 되어야 과제 제출란이 활성화됩니다
수일 이내로 확인할 예정이오니 반드시 신청 후 과제 제출란에 첨삭물을 제출하여 주시기 바랍니다 
  코로나 상황으로 온라인을 통한 실시간 튜터링을 원칙으로 합니다
신청자에게는 따로 이메일학교에 등록되어 있는 메일 주소 또는 문자로 안내 연락이 갈 예정입니다 
  신청 취소는 최소 하루 전까지만 가능합니다 
  노쇼 발생 시 차후 교내에서 진행하는 비교과 프로그램 참여가 불가합니다 HUFSAbility 비교과 프로그램 신청 제한 
참여하지 못할 경우 반드시 사전에 알려주시기 바랍니다
    프로그램 안내 및 취소 문의  교육과정혁신팀 0221732983",단과대학 대학원 ,재학 휴학 ,전체,0,50,0,50,0,0,"글쓰기, 효과적인, 소통을, 학습자들의, 능력, 글로벌, 향상, 위해, 외국어, 사회와의","교육과정혁신팀, 신청완료, 신규학생도, 완료해주시기, 유의사항, 신청자에게는, 작성해주시기, 내용적인, 튜터링을, 상황으로"
어른이들의 비밀상담소 스트레스 조절 및 관리 집단상담,워크숍,학부KFL학부,학생들이 일상 속 스트레스를 조절하고 관리할 수 있도록 도움.," 학생상담센터에서는 2학기를 맞아 스트레스 조절 및 관리 집단상담을 진행하고자 합니다
관심 있는 학생 여러분의 많은 참여 부탁드립니다 
  일시  1102수  1130수 13001530 매주 수요일
 방법  대면
 대상  관심있는재학생 누구나
 ",단과대학 ,재학 휴학 수료 비재학 ,전체,0,50,25,25,0,0,"학생들이, 조절하고, 도움, 일상, 스트레스를, 관리할, 있도록","학생상담센터에서는, 집단상담, 부탁드립니다, 여러분의, 진행하고자, 학생, 일시, 대상, 2학기를, 합니다"
발표 및 면접 불안 다스리기 집단상담,워크숍,학부KFL학부,발표 및 면접 상황에서 불안을 감소시키고 적절한 방법 익히기," 신청기간  1018 부터  선착순 마감
 사전에 MBTI 성격유형 검사가 온라인으로 진행될 예정입니다 ",단과대학 ,재학 휴학 비재학 ,전체,0,25,25,25,25,0,"상황에서, 면접, 적절한, 감소시키고, 방법, 익히기, 불안을, 발표","mbti, 신청기간, 성격유형, 선착순, 사전에, 온라인으로, 마감, 검사가, 부터, 진행될"
HUFS English Writing Tutoring 11월 1주차 1031114,교육특강,학부KFL학부대학원경영대학원통번역대학원교육대학원경영대학원정치행정언론대학원국제지역대학원경영대학원(주간)경영대학원(야간)법학전문대학원TESOL대학원KFL대학원,글로벌 사회와의 효과적인 소통을 위해 학습자들의 외국어 글쓰기 능력 향상,"   20222학기 HUFS ENGLISH Writing Tutoring
 튜터링 분야 
 수강과목과 연계된 영어 글쓰기 보고서 발표문 등
 학술적 글쓰기 학술지 논문 초록 등
 그 외 영문 자기소개서 이력서 일기 등 주제 및 형식 무관
 초급자 환영
  진행 방법  50분간 실시간 온라인 11 튜터링
  신청 방법  HUFSAbility 로그인  HUFS Writing Tutoring
 실시간 튜터링 분반정보 확인  주차별 가능한 스케줄 신청
 글쓰기 공유 신청내역과제란에 글쓰기 파일 업로드 필수
  추천인 이벤트
기존 튜터링 참여학생이 친구에게 소개하여 참여한 경우 스타벅스 커피 기프티콘을 드립니다
참여방법 신규 학생 HUFSAbility 로그인  HUFS Writing Tutoring 신청완료  추천인 이름 및 학번 기재
신규학생도 기존 추천 학생도 커피 기프티콘
  유의사항 신청 전 꼭 읽어주세요
  당일 신청은 불가합니다 신청은 튜터링 진행일 최소 이틀 전까지는 완료해주시기 바랍니다
  첨삭을 원하는 파일은 튜터링 진행 시간 48시간 전 제출을 권장합니다 
미제출 또는 튜터링 시간에 임박하여 제출 시 불합격 상태로 전환되어 튜터링 진행이 어려우니
신청내역 페이지를 확인하여 주시기 바랍니다 HUFSAbility 비교과프로그램 신청내역  과제제출란에 업로드
  신청시 입력사항 프로그램 참여시 중점적으로 튜터링을 받고 싶은 점 eg 문법적인 부분 내용적인 첨삭 등에 대해 사전에 작성해주시기 바랍니다
  신청 후 담당 튜터 선생님 확인 후 합격 상태가 되어야 과제 제출란이 활성화됩니다
수일 이내로 확인할 예정이오니 반드시 신청 후 과제 제출란에 첨삭물을 제출하여 주시기 바랍니다 
  코로나 상황으로 온라인을 통한 실시간 튜터링을 원칙으로 합니다
신청자에게는 따로 이메일학교에 등록되어 있는 메일 주소 또는 문자로 안내 연락이 갈 예정입니다 
  신청 취소는 최소 하루 전까지만 가능합니다 
  노쇼 발생 시 차후 교내에서 진행하는 비교과 프로그램 참여가 불가합니다 HUFSAbility 비교과 프로그램 신청 제한 
참여하지 못할 경우 반드시 사전에 알려주시기 바랍니다
    프로그램 안내 및 취소 문의  교육과정혁신팀 0221732983",단과대학 대학원 ,재학 휴학 ,전체,0,50,0,50,0,0,"글쓰기, 효과적인, 소통을, 학습자들의, 능력, 글로벌, 향상, 위해, 외국어, 사회와의","교육과정혁신팀, 신청완료, 신규학생도, 완료해주시기, 유의사항, 신청자에게는, 작성해주시기, 내용적인, 튜터링을, 상황으로"
